date,basepoint_X,basepoint_Y
2014-08-07T19:17:05.000000,-967.39075,171.15675
2015-02-09T11:51:30.000000,-969.437818181818,169.11300000000003
2016-02-23T00:46:12.000000,-961.60325,207.67225
2011-07-26T14:00:22.000000,-974.8255,150.7455
2015-09-05T00:40:19.000000,-969.4491999999998,169.86579999999998
2013-11-14T03:46:15.000000,-981.94,104.231
2013-05-30T08:08:02.000000,-972.551,164.886
2014-11-20T20:03:17.000000,-967.507,182.216
2014-09-05T06:07:53.000000,-958.814,187.624
2015-12-13T13:47:42.000000,-970.6244444444444,168.33077777777777
2014-08-27T10:43:24.000000,-969.92,170.623
2011-04-17T13:47:43.000000,-978.858,145.904
2014-03-29T22:11:20.000000,-974.5703333333332,147.25266666666667
2015-06-29T17:30:49.000000,-975.5575,152.57999999999998
2011-02-27T21:33:14.000000,-967.9464,177.8077
2013-10-22T04:58:29.000000,-971.525,156.038
2014-12-31T10:47:49.000000,-968.967,175.637
2015-03-22T23:04:47.000000,-965.397,197.1315
2013-09-19T21:21:04.000000,-965.3125,196.214
2011-06-06T10:40:09.000000,-979.103,162.842
2013-03-13T01:28:00.000000,-970.4485,173.137
2016-09-13T07:59:00.000000,-967.178,182.963
2011-07-16T18:35:17.000000,-968.396125,183.777875
2011-08-26T12:27:21.000000,-966.496,182.539
2013-04-15T02:27:25.000000,-968.26,187.231
2013-01-31T05:07:56.000000,-966.0343333333334,181.8883333333333
2015-08-08T22:38:46.000000,-969.7018181818185,185.51354545454544
2014-11-18T16:19:47.000000,-966.697,186.045
2011-03-16T23:56:51.000000,-970.847,175.774
2012-05-30T02:49:35.000000,-963.24425,196.16475
2015-09-13T06:53:23.000000,-966.8053333333334,178.06766666666667
2012-02-02T07:01:20.000000,-964.835,192.988625
2016-11-16T10:11:20.000000,-967.904,180.921
2012-04-10T00:19:09.000000,-975.047,145.288
2014-01-15T18:26:12.000000,-965.114,183.684
2012-08-12T13:23:15.000000,952.6495,-238.97616666666667
2016-04-18T11:41:37.000000,462.03028571428575,858.3878571428571
2011-09-10T06:52:04.000000,473.877,870.084
2016-10-03T00:22:33.000000,28.75765,981.676
2014-06-25T17:54:10.000000,-64.8330375,982.6765
2012-01-31T03:14:12.000000,239.519,925.572
2016-04-26T09:05:05.000000,352.689,924.653
2011-03-27T16:07:09.000000,-950.535,-426.0873333333333
2012-11-06T03:43:19.000000,-959.1478,-435.7228
